Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-01-02,72.7959976196289,72.85659025833401,71.54536466916801,71.79985079310453,135480400
2020-01-03,72.0882797241211,72.8517455706424,71.86287686024052,72.02041625768727,146322800
2020-01-06,72.66271209716797,72.70149228565275,70.95400211001883,71.20606963688756,118387200
2020-01-07,72.32096099853516,72.92930612536188,72.10040288289755,72.67239390199568,108872000
2020-01-08,73.48433685302734,73.7873000784854,72.02284254928021,72.02284254928021,132079200
2020-01-09,75.04521179199219,75.23910531783788,74.21388238999704,74.46594249428365,170108400
2020-01-10,75.21488189697266,75.78203573703135,74.71075419050038,75.28032670743771,140644800
2020-01-13,76.82180786132812,76.8484724820647,75.41363481692566,75.53240147855318,121532000
2020-01-14,75.78446197509766,76.9696581432658,75.66085795873268,76.75879683643004,161954400
2020-01-15,75.45966339111328,76.46792599707763,75.02581793644697,75.58327476675701,121923600
2020-01-16,76.40489196777344,76.51638774943956,75.64142619307557,76.0049820283186,108829200
2020-01-17,77.25079345703125,77.253212133664,76.34674834560415,76.65455638252,137816400
2020-01-21,76.72725677490234,77.3210602617499,76.58910376824649,76.87752535201018,110843200
2020-01-22,77.00115966796875,77.55618313962266,76.90663156263895,77.21443963018976,101832400
2020-01-23,77.37197875976562,77.45195781305532,76.5042877636116,77.05447382667461,104472000
2020-01-24,77.14900207519531,78.3657000922343,76.95752718801279,77.61920173441393,146537600
2020-01-27,74.88040924072266,75.56388879724423,73.89395899955545,75.14943709018755,161940000
2020-01-28,76.99873352050781,77.17081461349557,75.66569492593983,75.76506778148637,162234000
2020-01-29,78.61048889160156,79.46121216596032,77.89307390107956,78.63715350699475,216229200
2020-01-30,78.49658203125,78.5499038706555,77.25564547406604,77.68949101302144,126743200
2020-01-31,75.0161361694336,78.20815322919047,74.72044370453256,77.78400462606156,199588400
2020-02-03,74.81010437011719,75.98075102109374,73.24923723777304,73.75336479143553,173788400
2020-02-04,77.27986907958984,77.47134392906342,76.01469422241806,76.42187506467558,136616400
2020-02-05,77.91004180908203,78.71228800097798,77.30411523535007,78.41174339074298,118826800
2020-02-06,78.82135009765625,78.82377617084421,77.62161992339047,78.18149548402742,105425600
2020-02-07,77.74993896484375,78.56866507074811,77.2567593198384,78.3184312097674,117684000
2020-02-10,78.11923217773438,78.11923217773438,76.24855365122801,76.32872251651483,109348800
2020-02-11,77.64794158935547,78.69018165750452,77.42929174514573,78.61730084747497,94323200
2020-02-12,79.49188232421875,79.49673857196723,78.09979998299478,78.09979998299478,113730400
2020-02-13,78.92581939697266,79.25379778682812,78.55654436332367,78.76061799356015,94747600
2020-02-14,78.94525909423828,79.19549303005526,78.43507131238371,78.89423512616942,80113600
2020-02-18,77.49972534179688,77.68193472739671,76.4331895126421,76.61539889824193,152531200
2020-02-19,78.62213134765625,78.85293286069638,77.74266859542944,77.74266859542944,93984000
2020-02-20,77.8155517578125,78.87236767412692,77.3077958277377,78.3816197327152,100566000
2020-02-21,76.05419158935547,77.85199672111999,75.43468266835458,77.40740168585418,129554000
2020-02-24,72.44158935546875,73.8992644068107,70.26722851902157,72.21808333283613,222195200
2020-02-25,69.98783874511719,73.49840932047712,69.51409877566901,73.11455813124694,230673600
2020-02-26,71.09809875488281,72.36870817005541,69.60398331830831,69.61127139696013,198054800
2020-02-27,66.45054626464844,69.48251314363536,66.31449718169252,68.29207996071155,320605600
2020-02-28,66.41165161132812,67.63853218874527,62.28400538368419,62.500230676076534,426510000
2020-03-02,72.59465026855469,73.23359905284,67.47092308130068,68.57875558588971,341397200
2020-03-03,70.2890853881836,73.85552819395053,69.43391136932343,73.77535933674136,319475600
2020-03-04,73.54942321777344,73.70976836620322,71.21471719102264,72.01886735003644,219178400
2020-03-05,71.1636962890625,72.7744209254937,70.79684571065036,71.79534952023471,187572800
2020-03-06,70.2186279296875,70.65350301025936,68.32365355677196,68.51071916341945,226176800
2020-03-09,64.66490173339844,67.5608121841011,63.89476010790818,64.07696949985089,286744800
2020-03-10,69.32215881347656,69.58940069608109,65.44231380372885,67.33000755448958,285290000
2020-03-11,66.9145736694336,68.3212322165363,66.04725520576122,67.39075287348057,255598800
2020-03-12,60.30644989013672,65.595382309111,60.25057338022047,62.179564104958686,418474000
2020-03-13,67.53164672851562,68.0053940210408,61.453141557980196,64.35391881351434,370732000
2020-03-16,58.84391784667969,62.942409574296256,58.30700586985522,58.78074955113587,322423600
2020-03-17,61.43128967285156,62.58527878886286,57.91829094246008,60.13152785246368,324056000
2020-03-18,59.927452087402344,60.73646220887165,57.60731848961155,58.25112721326127,300233600
2020-03-19,59.46828079223633,61.42642361595355,58.941088778701626,60.10236956557699,271857200
2020-03-20,55.692909240722656,61.181055225922066,55.391655045407944,60.051354773786564,401693200
2020-03-23,54.5097541809082,55.51312163568075,51.65271258137682,55.41108483288239,336752800
2020-03-24,59.97847366333008,60.175259212076874,56.92221437304566,57.42268223950284,287531200
2020-03-25,59.648067474365234,62.74076717659394,59.35167323412014,60.918673260526354,303602000
2020-03-26,62.786930084228516,62.845234719440775,59.85214358361415,59.89101581179546,252087200
2020-03-27,60.18740463256836,62.16255182038572,60.01977140734215,61.40456197455526,204216800
2020-03-30,61.905029296875,62.07752247549457,60.59069140429655,60.9162416493631,167976400
2020-03-31,61.77870559692383,63.77086105225512,61.222361168207975,62.096967810577766,197002000
2020-04-01,58.528076171875,60.425482361169855,58.09563292519833,59.886142364607466,176218400
2020-04-02,59.504722595214844,59.55817097638504,57.55386780368069,58.38960208336811,165934000
2020-04-03,58.64956283569336,59.691798977456195,58.05677432512775,58.98725744365528,129880000
2020-04-06,63.76599884033203,63.921480332146,60.58583848897815,60.95511351939055,201820400
2020-04-07,63.02743148803711,66.0083814059181,62.92296656617655,65.7897242394517,202887200
2020-04-08,64.6406021118164,64.95642874150907,63.464745123474984,63.83158830415397,168895200
2020-04-09,65.1070556640625,65.61238718160247,64.30776915947149,65.27955255492029,161834800
2020-04-13,66.38494873046875,66.49427732074086,64.58228739111088,65.1847957247921,131022800
2020-04-14,69.73758697509766,70.02912489259577,67.55107483621349,68.02482209861861,194994800
2020-04-15,69.10108947753906,69.56268513070003,68.17789817121714,68.60790967618321,131154400
2020-04-16,69.65015411376953,70.01700476078703,68.59576989662524,69.81778736213384,157125200
2020-04-17,68.705078125,69.71330925617515,67.26197929396938,69.1642493049272,215250000
2020-04-20,67.27901458740234,68.43300775442022,67.25958217522388,67.52682418093652,130015200
2020-04-21,65.19937896728516,67.35673938059448,64.48511754898358,67.12108160089471,180991600
2020-04-22,67.07734680175781,67.51464634090605,66.12985952419092,66.47240662852322,116862400
2020-04-23,66.81736755371094,68.44996324697357,66.77849534504804,67.0214410886043,124814400
2020-04-24,68.74639129638672,68.75611120688087,67.29600419461667,67.34459633296811,126161200
2020-04-27,68.79498291015625,69.12781755437949,68.01269693902715,68.46214085181369,117087600
2020-04-28,67.67984771728516,69.44120502793687,67.58753452748297,69.2589956509729,112004800
2020-04-29,69.90282440185547,70.37414002699974,68.96991306323223,69.17398672348229,137280800
2020-04-30,71.37749481201172,71.554847969106,70.0534442472492,70.44458354559235,183064000
2020-05-01,70.22835540771484,72.64080580783057,69.44606951014269,69.54324636284784,240616800
2020-05-04,71.22200775146484,71.35076875806811,69.5602589927265,70.25265616239726,133568000
2020-05-05,72.29096221923828,73.12669648649918,71.53782864635428,71.68359763047998,147751200
2020-05-06,73.03681945800781,73.67090463185605,72.60923234624765,72.99551539711837,142333600
2020-05-07,73.79235076904297,74.13976887823173,73.36233939631117,73.66602162923061,115215200
2020-05-08,75.54875183105469,75.60234489642646,74.12610833613621,74.4549745357271,133838400
2020-05-11,76.73754119873047,77.23448698795877,74.84473723882499,75.05424011538071,145946400
2020-05-12,75.86056518554688,77.87760182453242,75.73876343818256,77.42449545855905,162301200
2020-05-13,74.94461059570312,76.96652397961965,73.86301052868956,76.04082627706647,200622400
2020-05-14,75.40502166748047,75.46592253617749,73.45375545548762,74.17969648666386,158929200
2020-05-15,74.959228515625,75.0055137738857,73.13220232382433,73.16631038114848,166348400
2020-05-18,76.72533416748047,77.10048553094104,75.59501811899668,76.28928938075718,135178400
2020-05-19,76.2820053100586,77.59258592543456,76.25033566486115,76.74241206985262,101729600
2020-05-20,77.76555633544922,77.83619600542188,77.1053854269129,77.1443628832028,111504800
2020-05-21,77.18577575683594,78.1699360459229,76.94704163415062,77.62669752734837,102688800
2020-05-22,77.6827163696289,77.76554065972839,76.82035797924657,76.92266727646846,81803200
2020-05-26,77.15653228759766,78.98598935270707,77.10050081133224,78.80572515787038,125522000
2020-05-27,77.49270629882812,77.63886988657548,76.26981939752606,77.01281453766303,112945200
2020-05-28,77.52680969238281,78.79111238390804,76.88856974628645,77.16627385552594,133560800
2020-05-29,77.45128631591797,78.2332513575919,77.09318892472729,77.77040626057638,153532400
2020-06-01,78.4037857055664,78.52558745206125,77.27346192968375,77.40500989747099,80791200
2020-06-02,78.7667465209961,78.79110835527389,77.6924543067813,78.13581441439783,87642800
2020-06-03,79.20037078857422,79.46346673855659,78.51340711651795,79.08831525723531,104491200
2020-06-04,78.51827239990234,79.32216087891953,78.14312097373995,79.02253336806902,87560400
2020-06-05,80.75454711914062,80.81544798423802,78.73994917802648,78.7691804038032,137250400
2020-06-08,81.23200988769531,81.26611794142813,79.73628846860731,80.4500448415124,95654400
2020-06-09,83.79716491699219,84.19180139437105,80.87879976817435,80.9104694123917,147712400
2020-06-10,85.95305633544922,86.423209296877,84.30873274320918,84.74965447468956,166651600
